station,name,date,latitude,longitude,elevation,precipitation
CA001101158,BURNABY SIMON FRASER U,1/27/2016,49.2833,-122.9167,366,545
CA001101158,BURNABY SIMON FRASER U,1/28/2016,49.2833,-122.9167,366,6
CA001101158,BURNABY SIMON FRASER U,1/29/2016,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,1/30/2016,49.2833,-122.9167,366,62
CA001101158,BURNABY SIMON FRASER U,1/31/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2/1/2016,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,2/2/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2/3/2016,49.2833,-122.9167,366,182
CA001101158,BURNABY SIMON FRASER U,2/4/2016,49.2833,-122.9167,366,64
CA001101158,BURNABY SIMON FRASER U,2/5/2016,49.2833,-122.9167,366,72
CA001101158,BURNABY SIMON FRASER U,2/7/2016,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,2/8/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2/9/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2/10/2016,49.2833,-122.9167,366,52
CA001101158,BURNABY SIMON FRASER U,2/11/2016,49.2833,-122.9167,366,293
CA001101158,BURNABY SIMON FRASER U,2/12/2016,49.2833,-122.9167,366,15
CA001101158,BURNABY SIMON FRASER U,2/13/2016,49.2833,-122.9167,366,297
CA001101158,BURNABY SIMON FRASER U,2/14/2016,49.2833,-122.9167,366,76
CA001101158,BURNABY SIMON FRASER U,2/16/2016,49.2833,-122.9167,366,162
CA001101158,BURNABY SIMON FRASER U,2/20/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2/21/2016,49.2833,-122.9167,366,15
CA001101158,BURNABY SIMON FRASER U,2/22/2016,49.2833,-122.9167,366,6
CA001101158,BURNABY SIMON FRASER U,2/23/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,2/26/2016,49.2833,-122.9167,366,20
CA001101158,BURNABY SIMON FRASER U,2/27/2016,49.2833,-122.9167,366,54
CA001101158,BURNABY SIMON FRASER U,2/28/2016,49.2833,-122.9167,366,112
CA001101158,BURNABY SIMON FRASER U,2/29/2016,49.2833,-122.9167,366,42
CA001101158,BURNABY SIMON FRASER U,3/1/2016,49.2833,-122.9167,366,230
CA001101158,BURNABY SIMON FRASER U,3/2/2016,49.2833,-122.9167,366,67
CA001101158,BURNABY SIMON FRASER U,3/3/2016,49.2833,-122.9167,366,40
CA001101158,BURNABY SIMON FRASER U,3/4/2016,49.2833,-122.9167,366,58
CA001101158,BURNABY SIMON FRASER U,3/5/2016,49.2833,-122.9167,366,83
CA001101158,BURNABY SIMON FRASER U,3/6/2016,49.2833,-122.9167,366,24
CA001101158,BURNABY SIMON FRASER U,3/7/2016,49.2833,-122.9167,366,126
CA001101158,BURNABY SIMON FRASER U,3/8/2016,49.2833,-122.9167,366,22
CA001101158,BURNABY SIMON FRASER U,3/9/2016,49.2833,-122.9167,366,70
CA001101158,BURNABY SIMON FRASER U,3/11/2016,49.2833,-122.9167,366,175
CA001101158,BURNABY SIMON FRASER U,3/12/2016,49.2833,-122.9167,366,54
CA001101158,BURNABY SIMON FRASER U,3/13/2016,49.2833,-122.9167,366,174
CA001101158,BURNABY SIMON FRASER U,3/14/2016,49.2833,-122.9167,366,50
CA001101158,BURNABY SIMON FRASER U,3/15/2016,49.2833,-122.9167,366,28
CA001101158,BURNABY SIMON FRASER U,3/16/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,3/17/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,3/18/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,3/19/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,3/20/2016,49.2833,-122.9167,366,206
CA001101158,BURNABY SIMON FRASER U,3/21/2016,49.2833,-122.9167,366,50
CA001101158,BURNABY SIMON FRASER U,3/22/2016,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,3/23/2016,49.2833,-122.9167,366,180
CA001101158,BURNABY SIMON FRASER U,3/24/2016,49.2833,-122.9167,366,302
CA001101158,BURNABY SIMON FRASER U,3/25/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,3/26/2016,49.2833,-122.9167,366,210
CA001101158,BURNABY SIMON FRASER U,3/27/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,3/28/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,3/29/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,3/30/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,3/31/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/1/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/2/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/3/2016,49.2833,-122.9167,366,150
CA001101158,BURNABY SIMON FRASER U,4/4/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/5/2016,49.2833,-122.9167,366,48
CA001101158,BURNABY SIMON FRASER U,4/6/2016,49.2833,-122.9167,366,8
CA001101158,BURNABY SIMON FRASER U,4/7/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/8/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/9/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/10/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/11/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/12/2016,49.2833,-122.9167,366,120
CA001101158,BURNABY SIMON FRASER U,4/13/2016,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,4/14/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/15/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/16/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/17/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/18/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/19/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/20/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/21/2016,49.2833,-122.9167,366,6
CA001101158,BURNABY SIMON FRASER U,4/22/2016,49.2833,-122.9167,366,22
CA001101158,BURNABY SIMON FRASER U,4/23/2016,49.2833,-122.9167,366,12
CA001101158,BURNABY SIMON FRASER U,4/24/2016,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,4/25/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/26/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/27/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/28/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/29/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,4/30/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/1/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/2/2016,49.2833,-122.9167,366,14
CA001101158,BURNABY SIMON FRASER U,5/3/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/4/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/5/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/6/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/17/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/18/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/19/2016,49.2833,-122.9167,366,16
CA001101158,BURNABY SIMON FRASER U,5/20/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/21/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/22/2016,49.2833,-122.9167,366,6
CA001101158,BURNABY SIMON FRASER U,5/23/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/24/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/25/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/26/2016,49.2833,-122.9167,366,144
CA001101158,BURNABY SIMON FRASER U,5/27/2016,49.2833,-122.9167,366,94
CA001101158,BURNABY SIMON FRASER U,5/28/2016,49.2833,-122.9167,366,332
CA001101158,BURNABY SIMON FRASER U,5/29/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/30/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,5/31/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,6/1/2016,49.2833,-122.9167,366,148
CA001101158,BURNABY SIMON FRASER U,6/4/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,6/5/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,6/6/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,6/7/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,6/8/2016,49.2833,-122.9167,366,14
CA001101158,BURNABY SIMON FRASER U,6/9/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,6/10/2016,49.2833,-122.9167,366,12
CA001101158,BURNABY SIMON FRASER U,6/11/2016,49.2833,-122.9167,366,56
CA001101158,BURNABY SIMON FRASER U,6/12/2016,49.2833,-122.9167,366,6
CA001101158,BURNABY SIMON FRASER U,6/13/2016,49.2833,-122.9167,366,14
CA001101158,BURNABY SIMON FRASER U,6/14/2016,49.2833,-122.9167,366,124
CA001101158,BURNABY SIMON FRASER U,6/15/2016,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,6/19/2016,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,6/20/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,6/21/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,6/22/2016,49.2833,-122.9167,366,40
CA001101158,BURNABY SIMON FRASER U,6/25/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,6/26/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,6/27/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,6/28/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,7/6/2016,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,7/7/2016,49.2833,-122.9167,366,54
CA001101158,BURNABY SIMON FRASER U,7/8/2016,49.2833,-122.9167,366,30
CA001101158,BURNABY SIMON FRASER U,7/9/2016,49.2833,-122.9167,366,254
CA001101158,BURNABY SIMON FRASER U,7/10/2016,49.2833,-122.9167,366,36
CA001101158,BURNABY SIMON FRASER U,7/11/2016,49.2833,-122.9167,366,14
CA001101158,BURNABY SIMON FRASER U,7/12/2016,49.2833,-122.9167,366,40
CA001101158,BURNABY SIMON FRASER U,7/13/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,7/14/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,7/15/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,7/16/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,7/17/2016,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,7/18/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,7/19/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,7/20/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,7/24/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,7/26/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,7/27/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,7/29/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,7/31/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/1/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/2/2016,49.2833,-122.9167,366,46
CA001101158,BURNABY SIMON FRASER U,8/3/2016,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,8/4/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/5/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/6/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/7/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/8/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/10/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/11/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/12/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/13/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/14/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/17/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/18/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/19/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/20/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/21/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/22/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/25/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/26/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/27/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/28/2016,49.2833,-122.9167,366,12
CA001101158,BURNABY SIMON FRASER U,8/29/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,8/30/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,9/1/2016,49.2833,-122.9167,366,362
CA001101158,BURNABY SIMON FRASER U,9/2/2016,49.2833,-122.9167,366,204
CA001101158,BURNABY SIMON FRASER U,9/3/2016,49.2833,-122.9167,366,42
CA001101158,BURNABY SIMON FRASER U,9/4/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,9/5/2016,49.2833,-122.9167,366,26
CA001101158,BURNABY SIMON FRASER U,9/6/2016,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,9/7/2016,49.2833,-122.9167,366,50
CA001101158,BURNABY SIMON FRASER U,9/8/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,9/19/2016,49.2833,-122.9167,366,152
CA001101158,BURNABY SIMON FRASER U,9/20/2016,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,9/21/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,9/22/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,9/23/2016,49.2833,-122.9167,366,112
CA001101158,BURNABY SIMON FRASER U,9/24/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,9/25/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,9/26/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,9/27/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,9/28/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,9/29/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,9/30/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,10/1/2016,49.2833,-122.9167,366,40
CA001101158,BURNABY SIMON FRASER U,10/3/2016,49.2833,-122.9167,366,60
CA001101158,BURNABY SIMON FRASER U,10/4/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,10/14/2016,49.2833,-122.9167,366,146
CA001101158,BURNABY SIMON FRASER U,10/15/2016,49.2833,-122.9167,366,154
CA001101158,BURNABY SIMON FRASER U,10/16/2016,49.2833,-122.9167,366,194
CA001101158,BURNABY SIMON FRASER U,10/17/2016,49.2833,-122.9167,366,222
CA001101158,BURNABY SIMON FRASER U,10/18/2016,49.2833,-122.9167,366,118
CA001101158,BURNABY SIMON FRASER U,10/19/2016,49.2833,-122.9167,366,189
CA001101158,BURNABY SIMON FRASER U,10/20/2016,49.2833,-122.9167,366,72
CA001101158,BURNABY SIMON FRASER U,10/21/2016,49.2833,-122.9167,366,103
CA001101158,BURNABY SIMON FRASER U,10/22/2016,49.2833,-122.9167,366,25
CA001101158,BURNABY SIMON FRASER U,10/23/2016,49.2833,-122.9167,366,22
CA001101158,BURNABY SIMON FRASER U,10/24/2016,49.2833,-122.9167,366,30
CA001101158,BURNABY SIMON FRASER U,10/25/2016,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,10/26/2016,49.2833,-122.9167,366,40
CA001101158,BURNABY SIMON FRASER U,10/28/2016,49.2833,-122.9167,366,4
CA001101158,BURNABY SIMON FRASER U,10/29/2016,49.2833,-122.9167,366,6
CA001101158,BURNABY SIMON FRASER U,10/31/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,11/1/2016,49.2833,-122.9167,366,320
CA001101158,BURNABY SIMON FRASER U,11/2/2016,49.2833,-122.9167,366,240
CA001101158,BURNABY SIMON FRASER U,11/3/2016,49.2833,-122.9167,366,10
CA001101158,BURNABY SIMON FRASER U,11/8/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,11/9/2016,49.2833,-122.9167,366,44
CA001101158,BURNABY SIMON FRASER U,11/10/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,11/11/2016,49.2833,-122.9167,366,90
CA001101158,BURNABY SIMON FRASER U,11/12/2016,49.2833,-122.9167,366,54
CA001101158,BURNABY SIMON FRASER U,11/13/2016,49.2833,-122.9167,366,244
CA001101158,BURNABY SIMON FRASER U,11/14/2016,49.2833,-122.9167,366,40
CA001101158,BURNABY SIMON FRASER U,11/15/2016,49.2833,-122.9167,366,30
CA001101158,BURNABY SIMON FRASER U,11/16/2016,49.2833,-122.9167,366,125
CA001101158,BURNABY SIMON FRASER U,11/17/2016,49.2833,-122.9167,366,22
CA001101158,BURNABY SIMON FRASER U,11/18/2016,49.2833,-122.9167,366,16
CA001101158,BURNABY SIMON FRASER U,11/19/2016,49.2833,-122.9167,366,22
CA001101158,BURNABY SIMON FRASER U,11/20/2016,49.2833,-122.9167,366,92
CA001101158,BURNABY SIMON FRASER U,11/30/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,12/1/2016,49.2833,-122.9167,366,202
CA001101158,BURNABY SIMON FRASER U,12/2/2016,49.2833,-122.9167,366,206
CA001101158,BURNABY SIMON FRASER U,12/3/2016,49.2833,-122.9167,366,44
CA001101158,BURNABY SIMON FRASER U,12/4/2016,49.2833,-122.9167,366,130
CA001101158,BURNABY SIMON FRASER U,12/5/2016,49.2833,-122.9167,366,730
CA001101158,BURNABY SIMON FRASER U,12/6/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,12/7/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,12/10/2016,49.2833,-122.9167,366,20
CA001101158,BURNABY SIMON FRASER U,12/11/2016,49.2833,-122.9167,366,260
CA001101158,BURNABY SIMON FRASER U,12/12/2016,49.2833,-122.9167,366,54
CA001101158,BURNABY SIMON FRASER U,12/13/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,12/14/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,12/15/2016,49.2833,-122.9167,366,0
CA001101158,BURNABY SIMON FRASER U,12/17/2016,49.2833,-122.9167,366,20
CA001101158,BURNABY SIMON FRASER U,12/18/2016,49.2833,-122.9167,366,180
CA001101158,BURNABY SIMON FRASER U,12/30/2016,49.2833,-122.9167,366,0
CA003031092,CALGARY INTL A,1/1/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/2/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/3/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/4/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/5/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/6/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/7/2016,51.1167,-114.0167,1084,32
CA003031092,CALGARY INTL A,1/8/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/9/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/10/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/11/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/12/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/13/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/14/2016,51.1167,-114.0167,1084,4
CA003031092,CALGARY INTL A,1/15/2016,51.1167,-114.0167,1084,17
CA003031092,CALGARY INTL A,1/16/2016,51.1167,-114.0167,1084,10
CA003031092,CALGARY INTL A,1/17/2016,51.1167,-114.0167,1084,2
CA003031092,CALGARY INTL A,1/18/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/19/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/20/2016,51.1167,-114.0167,1084,2
CA003031092,CALGARY INTL A,1/21/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/22/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/23/2016,51.1167,-114.0167,1084,2
CA003031092,CALGARY INTL A,1/24/2016,51.1167,-114.0167,1084,52
CA003031092,CALGARY INTL A,1/25/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/26/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/27/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/28/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/29/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/30/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,1/31/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/1/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/2/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/3/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/4/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/5/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/6/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/7/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/8/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/9/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/10/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/11/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/12/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/13/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/14/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/15/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/16/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/17/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/18/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/19/2016,51.1167,-114.0167,1084,2
CA003031092,CALGARY INTL A,2/20/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/21/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/22/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/23/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/24/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/25/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/26/2016,51.1167,-114.0167,1084,0
CA003031092,CALGARY INTL A,2/27/2016,51.1167,-114.0167,1084,4
CA003031092,CALGARY INTL A,2/28/2016,51.1167,-114.0167,1084,0
